account_id,customer_id,account_type,balance,interest_rate,opened_at,status
ACC0002071,CUST001945,TABUNGAN,2945772,1.96,2022-10-26,DORMANT
ACC0002072,CUST002139,TABUNGAN,4020190,1.75,2025-11-08,ACTIVE
ACC0002073,CUST001189,TABUNGAN,2303659,2.58,2022-05-27,ACTIVE
ACC0002074,CUST004935,TABUNGAN,1878045,2.44,2025-05-17,ACTIVE
ACC0002075,CUST000174,DEPOSITO,8780465,2.71,2023-06-11,ACTIVE
ACC0002076,CUST002020,TABUNGAN,2870880,3.48,2023-05-17,ACTIVE
ACC0002077,CUST002578,DEPOSITO,1635415,5.89,2026-04-19,ACTIVE
ACC0002078,CUST003290,TABUNGAN,9523403,2.91,2023-07-13,ACTIVE
ACC0002079,CUST001623,TABUNGAN,5084681,0.78,2022-08-23,DORMANT
ACC0002080,CUST004792,TABUNGAN,5867530,1.75,2024-07-13,DORMANT
ACC0002081,CUST003785,TABUNGAN,3590786,2.37,2024-03-05,ACTIVE
ACC0002082,CUST004083,TABUNGAN,1587500,0.95,2021-12-31,ACTIVE
ACC0002083,CUST002419,TABUNGAN,7881134,2.39,2025-06-04,CLOSED
ACC0002084,CUST001900,TABUNGAN,3748198,2.73,2021-09-20,ACTIVE
ACC0002085,CUST000313,TABUNGAN,4377745,1.99,2025-07-16,ACTIVE
ACC0002086,CUST002953,TABUNGAN,1647967,2.65,2023-07-29,ACTIVE
ACC0002087,CUST001300,DEPOSITO,8952148,5.69,2022-12-26,ACTIVE
ACC0002088,CUST001429,TABUNGAN,791469,0.95,2022-10-20,ACTIVE
ACC0002089,CUST000139,TABUNGAN,2991730,0.62,2023-12-24,ACTIVE
ACC0002090,CUST000592,TABUNGAN,5374201,1.68,2025-01-14,ACTIVE
ACC0002091,CUST004045,TABUNGAN,4940266,2.75,2025-07-09,ACTIVE
ACC0002092,CUST001329,TABUNGAN,1296244,1.61,2023-04-29,ACTIVE
ACC0002093,CUST003728,DEPOSITO,24696130,3.05,2023-10-28,DORMANT
ACC0002094,CUST000202,TABUNGAN,5270070,1.26,2021-07-06,ACTIVE
ACC0002095,CUST004255,TABUNGAN,5320283,3.46,2022-10-21,ACTIVE
ACC0002096,CUST003489,DEPOSITO,1849735,2.68,2024-02-04,ACTIVE
ACC0002097,CUST000304,TABUNGAN,4341845,0.85,2022-11-13,DORMANT
ACC0002098,CUST002183,TABUNGAN,4136819,0.85,2023-07-23,ACTIVE
ACC0002099,CUST002923,TABUNGAN,7535827,1.56,2021-08-06,ACTIVE
ACC0002100,CUST001718,TABUNGAN,5318212,2.25,2024-02-04,ACTIVE
ACC0002101,CUST003130,TABUNGAN,43286514,0.85,2024-02-03,ACTIVE
ACC0002102,CUST003693,TABUNGAN,14770067,2.05,2025-02-23,ACTIVE
ACC0002103,CUST002382,TABUNGAN,5420863,3.3,2025-03-01,ACTIVE
ACC0002104,CUST004676,TABUNGAN,5205642,2.59,2024-05-21,ACTIVE
ACC0002105,CUST003695,DEPOSITO,10287144,3.94,2024-09-22,ACTIVE
ACC0002106,CUST003283,TABUNGAN,4163449,3.32,2024-03-31,DORMANT
ACC0002107,CUST003535,TABUNGAN,11698299,0.68,2025-01-07,ACTIVE
ACC0002108,CUST001089,TABUNGAN,16413186,2.6,2024-11-22,ACTIVE
ACC0002109,CUST002410,TABUNGAN,8834283,2.92,2021-11-19,ACTIVE
ACC0002110,CUST002781,TABUNGAN,9798736,0.95,2024-06-05,DORMANT
ACC0002111,CUST004684,TABUNGAN,4042728,3.01,2021-11-11,ACTIVE
ACC0002112,CUST001406,DEPOSITO,9307402,3.12,2023-08-19,CLOSED
ACC0002113,CUST000249,TABUNGAN,23053234,2.59,2021-10-09,ACTIVE
ACC0002114,CUST002236,DEPOSITO,3571976,3.15,2024-09-14,ACTIVE
ACC0002115,CUST002648,TABUNGAN,5452849,2.14,2023-11-30,DORMANT
ACC0002116,CUST001244,DEPOSITO,5314804,4.71,2023-10-24,ACTIVE
ACC0002117,CUST002551,DEPOSITO,4931983,2.66,2024-04-26,ACTIVE
ACC0002118,CUST001455,TABUNGAN,13802895,1.64,2022-12-24,ACTIVE
ACC0002119,CUST000759,TABUNGAN,338185,2.2,2026-04-30,ACTIVE
ACC0002120,CUST000949,TABUNGAN,1942802,0.86,2024-04-22,ACTIVE
ACC0002121,CUST003720,TABUNGAN,292851,2.33,2022-07-15,DORMANT
ACC0002122,CUST004572,TABUNGAN,1004503,2.36,2024-09-22,ACTIVE
ACC0002123,CUST000764,TABUNGAN,9672382,2.57,2021-07-26,ACTIVE
ACC0002124,CUST000423,DEPOSITO,16128593,3.6,2025-10-06,ACTIVE
ACC0002125,CUST000762,TABUNGAN,1934698,1.14,2023-10-24,ACTIVE
ACC0002126,CUST001797,DEPOSITO,3747897,3.89,2023-05-20,ACTIVE
ACC0002127,CUST003117,TABUNGAN,3924183,2.35,2021-12-11,ACTIVE
ACC0002128,CUST002230,TABUNGAN,1294486,1.79,2021-09-02,ACTIVE
ACC0002129,CUST002938,TABUNGAN,4852432,3.36,2024-10-31,ACTIVE
ACC0002130,CUST002989,TABUNGAN,1286046,1.06,2025-02-24,ACTIVE
ACC0002131,CUST004868,DEPOSITO,2703152,5.64,2021-09-06,ACTIVE
ACC0002132,CUST002279,TABUNGAN,2643178,1.98,2021-06-15,ACTIVE
ACC0002133,CUST002880,DEPOSITO,2202363,5.29,2025-12-20,ACTIVE
ACC0002134,CUST003708,TABUNGAN,4437307,2.79,2025-02-17,ACTIVE
ACC0002135,CUST003340,TABUNGAN,4962569,2.0,2021-06-22,ACTIVE
ACC0002136,CUST002866,TABUNGAN,943123,1.78,2024-05-05,ACTIVE
ACC0002137,CUST002460,TABUNGAN,2823913,3.31,2024-07-17,ACTIVE
ACC0002138,CUST002188,TABUNGAN,4918765,1.3,2023-08-22,ACTIVE
ACC0002139,CUST002148,TABUNGAN,4319907,1.68,2025-08-02,ACTIVE
ACC0002140,CUST001263,DEPOSITO,7812016,2.54,2023-09-01,ACTIVE
ACC0002141,CUST003771,DEPOSITO,2639776,4.16,2024-04-14,ACTIVE
ACC0002142,CUST002907,TABUNGAN,7820076,2.35,2026-02-04,ACTIVE
ACC0002143,CUST001905,TABUNGAN,792569,1.13,2024-05-31,ACTIVE
ACC0002144,CUST003533,TABUNGAN,2926390,1.07,2023-10-10,CLOSED
ACC0002145,CUST004014,TABUNGAN,9019585,1.44,2025-07-16,DORMANT
ACC0002146,CUST004537,TABUNGAN,1947271,2.68,2026-01-06,ACTIVE
ACC0002147,CUST004010,TABUNGAN,2508549,3.04,2024-08-30,ACTIVE
ACC0002148,CUST003953,TABUNGAN,3674316,1.61,2023-03-01,ACTIVE
ACC0002149,CUST001657,TABUNGAN,3427264,2.37,2022-06-07,ACTIVE
ACC0002150,CUST000633,TABUNGAN,3775642,1.53,2025-12-27,ACTIVE
ACC0002151,CUST000326,TABUNGAN,2601025,1.42,2023-08-05,ACTIVE
ACC0002152,CUST002617,TABUNGAN,15190321,2.84,2024-02-01,ACTIVE
ACC0002153,CUST003916,TABUNGAN,4116286,2.98,2025-01-01,ACTIVE
ACC0002154,CUST002210,TABUNGAN,1989079,2.44,2022-05-16,CLOSED
ACC0002155,CUST002918,TABUNGAN,870566,2.02,2023-01-04,ACTIVE
ACC0002156,CUST001771,TABUNGAN,7164356,1.25,2025-08-29,ACTIVE
ACC0002157,CUST001739,TABUNGAN,4762385,2.48,2022-08-22,ACTIVE
ACC0002158,CUST004970,TABUNGAN,10095843,1.62,2025-07-02,ACTIVE
ACC0002159,CUST002178,TABUNGAN,1801806,1.63,2022-05-03,ACTIVE
ACC0002160,CUST004236,TABUNGAN,1709302,3.05,2025-09-29,ACTIVE
ACC0002161,CUST001213,TABUNGAN,3237586,1.65,2024-01-05,ACTIVE
ACC0002162,CUST003942,TABUNGAN,4301141,1.54,2023-11-14,ACTIVE
ACC0002163,CUST000544,TABUNGAN,5647904,2.77,2023-12-20,ACTIVE
ACC0002164,CUST001605,TABUNGAN,367806,2.65,2023-12-31,ACTIVE
ACC0002165,CUST000692,TABUNGAN,998337,2.71,2025-10-05,ACTIVE
ACC0002166,CUST002827,TABUNGAN,429148,1.92,2022-11-28,ACTIVE
ACC0002167,CUST001797,TABUNGAN,3055243,0.51,2024-12-28,ACTIVE
ACC0002168,CUST002942,TABUNGAN,2483684,3.39,2022-07-07,ACTIVE
ACC0002169,CUST004679,DEPOSITO,3192182,5.46,2021-07-10,ACTIVE
ACC0002170,CUST000014,TABUNGAN,7958525,2.3,2025-12-12,ACTIVE
ACC0002171,CUST003310,TABUNGAN,7704001,0.72,2022-04-05,ACTIVE
ACC0002172,CUST003476,TABUNGAN,4340218,3.0,2023-12-03,ACTIVE
ACC0002173,CUST003817,TABUNGAN,507122,2.73,2026-02-08,ACTIVE
ACC0002174,CUST001993,DEPOSITO,5692369,3.67,2021-10-19,ACTIVE
ACC0002175,CUST002521,TABUNGAN,27039260,2.48,2023-05-14,ACTIVE
ACC0002176,CUST004331,DEPOSITO,11647739,5.92,2022-04-09,ACTIVE
ACC0002177,CUST000967,DEPOSITO,4593146,4.31,2024-09-24,ACTIVE
ACC0002178,CUST002432,TABUNGAN,3925166,3.45,2021-09-29,ACTIVE
ACC0002179,CUST002456,TABUNGAN,6191336,1.19,2025-05-19,ACTIVE
ACC0002180,CUST001776,TABUNGAN,8320377,0.88,2024-12-29,ACTIVE
ACC0002181,CUST004378,TABUNGAN,2568272,1.02,2023-12-12,ACTIVE
ACC0002182,CUST002763,TABUNGAN,2576728,1.14,2022-12-30,ACTIVE
ACC0002183,CUST002529,TABUNGAN,5956083,3.23,2024-07-27,DORMANT
ACC0002184,CUST001373,TABUNGAN,12056015,1.8,2022-04-09,ACTIVE
ACC0002185,CUST000798,TABUNGAN,15651194,1.23,2021-09-03,ACTIVE
ACC0002186,CUST004367,TABUNGAN,5960790,1.1,2024-07-08,DORMANT
ACC0002187,CUST001766,TABUNGAN,22719496,0.76,2025-01-29,ACTIVE
ACC0002188,CUST001566,DEPOSITO,6290519,3.54,2023-05-20,ACTIVE
ACC0002189,CUST001904,DEPOSITO,2963233,4.87,2021-07-11,ACTIVE
ACC0002190,CUST002438,DEPOSITO,1108670,4.4,2026-02-14,ACTIVE
ACC0002191,CUST003174,TABUNGAN,5665982,0.54,2023-03-14,ACTIVE
ACC0002192,CUST003555,TABUNGAN,1013948,0.73,2025-02-05,ACTIVE
ACC0002193,CUST000814,TABUNGAN,4470157,2.8,2025-10-14,ACTIVE
ACC0002194,CUST000992,TABUNGAN,885512,1.35,2023-11-28,ACTIVE
ACC0002195,CUST004859,TABUNGAN,10620063,3.09,2022-04-08,CLOSED
ACC0002196,CUST003264,TABUNGAN,1780127,1.23,2025-07-21,ACTIVE
ACC0002197,CUST002899,TABUNGAN,4911413,3.4,2021-11-05,ACTIVE
ACC0002198,CUST001469,TABUNGAN,1199039,0.77,2022-08-11,ACTIVE
ACC0002199,CUST003125,TABUNGAN,5155972,2.59,2022-06-30,ACTIVE
ACC0002200,CUST002606,DEPOSITO,1389807,4.07,2025-12-22,ACTIVE
ACC0002201,CUST002821,TABUNGAN,3436417,2.65,2023-03-14,ACTIVE
ACC0002202,CUST001590,TABUNGAN,3806139,1.63,2025-02-16,ACTIVE
ACC0002203,CUST001673,TABUNGAN,5216583,1.91,2021-12-23,ACTIVE
ACC0002204,CUST001998,TABUNGAN,20966217,1.33,2023-09-01,ACTIVE
ACC0002205,CUST004965,TABUNGAN,736046,2.22,2021-07-16,ACTIVE
ACC0002206,CUST002607,DEPOSITO,1965606,5.6,2022-03-27,ACTIVE
ACC0002207,CUST002304,TABUNGAN,235991,1.97,2023-01-14,ACTIVE
ACC0002208,CUST003647,TABUNGAN,8932980,2.79,2022-03-17,ACTIVE
ACC0002209,CUST004439,TABUNGAN,8678534,3.21,2025-04-12,ACTIVE
ACC0002210,CUST003201,TABUNGAN,5713205,1.09,2023-02-08,ACTIVE
ACC0002211,CUST003811,TABUNGAN,9968929,2.42,2024-02-12,ACTIVE
ACC0002212,CUST004844,TABUNGAN,3634134,0.91,2021-11-09,ACTIVE
ACC0002213,CUST004360,TABUNGAN,2169835,1.73,2026-04-06,ACTIVE
ACC0002214,CUST002450,TABUNGAN,16937871,0.6,2024-06-11,ACTIVE
ACC0002215,CUST001907,TABUNGAN,9933337,3.19,2022-01-10,ACTIVE
ACC0002216,CUST004471,DEPOSITO,4356952,2.51,2026-01-11,ACTIVE
ACC0002217,CUST001624,TABUNGAN,989615,3.22,2025-09-25,ACTIVE
ACC0002218,CUST004515,TABUNGAN,9916846,2.27,2023-11-07,ACTIVE
ACC0002219,CUST001789,TABUNGAN,15670917,3.0,2023-11-18,ACTIVE
ACC0002220,CUST004666,TABUNGAN,1842588,2.16,2025-09-20,ACTIVE
ACC0002221,CUST003832,TABUNGAN,565575,1.11,2023-05-24,DORMANT
ACC0002222,CUST002604,TABUNGAN,3479223,2.15,2026-03-08,ACTIVE
ACC0002223,CUST002840,TABUNGAN,35374334,1.65,2025-11-10,DORMANT
ACC0002224,CUST001760,DEPOSITO,3797815,4.44,2022-03-23,ACTIVE
ACC0002225,CUST000200,DEPOSITO,4152484,3.75,2024-04-23,ACTIVE
ACC0002226,CUST000765,TABUNGAN,7869412,2.68,2025-09-30,ACTIVE
ACC0002227,CUST003503,TABUNGAN,2082681,1.18,2026-04-19,DORMANT
ACC0002228,CUST002196,DEPOSITO,9171528,4.14,2024-01-27,ACTIVE
ACC0002229,CUST000032,TABUNGAN,4254742,1.0,2021-09-05,ACTIVE
ACC0002230,CUST004332,TABUNGAN,3505940,3.44,2021-09-30,DORMANT
ACC0002231,CUST003349,TABUNGAN,15818862,1.69,2025-11-29,ACTIVE
ACC0002232,CUST001623,TABUNGAN,1390726,1.6,2024-02-28,ACTIVE
ACC0002233,CUST000993,TABUNGAN,5663929,3.47,2025-03-16,ACTIVE
ACC0002234,CUST004010,TABUNGAN,1499377,2.86,2021-12-05,ACTIVE
ACC0002235,CUST004465,TABUNGAN,4929450,0.53,2022-11-11,ACTIVE
ACC0002236,CUST001114,DEPOSITO,7804292,4.2,2022-07-23,ACTIVE
ACC0002237,CUST004091,TABUNGAN,1279587,1.34,2023-01-18,ACTIVE
ACC0002238,CUST000961,TABUNGAN,4860217,0.83,2022-09-27,ACTIVE
ACC0002239,CUST004331,TABUNGAN,3575901,0.67,2024-06-29,ACTIVE
ACC0002240,CUST000549,TABUNGAN,3026426,3.23,2021-07-07,ACTIVE
ACC0002241,CUST003418,TABUNGAN,50884043,0.72,2025-07-16,ACTIVE
ACC0002242,CUST004255,TABUNGAN,4161439,1.87,2023-02-04,ACTIVE
ACC0002243,CUST000871,TABUNGAN,2208232,1.1,2025-11-03,ACTIVE
ACC0002244,CUST004029,TABUNGAN,3297402,1.21,2024-11-03,CLOSED
ACC0002245,CUST004768,TABUNGAN,2647909,2.78,2025-02-27,ACTIVE
ACC0002246,CUST003790,TABUNGAN,2447550,2.22,2024-08-27,ACTIVE
ACC0002247,CUST001782,TABUNGAN,27219121,3.06,2021-06-24,ACTIVE
ACC0002248,CUST004095,DEPOSITO,6360108,3.58,2022-01-05,ACTIVE
ACC0002249,CUST003853,TABUNGAN,2026890,3.18,2025-12-31,ACTIVE
ACC0002250,CUST001422,DEPOSITO,20958643,4.56,2024-05-17,ACTIVE
ACC0002251,CUST001199,TABUNGAN,8661962,2.02,2023-07-30,ACTIVE
ACC0002252,CUST004368,TABUNGAN,6392418,2.1,2022-04-26,ACTIVE
ACC0002253,CUST001966,DEPOSITO,1619057,2.51,2025-12-20,ACTIVE
ACC0002254,CUST002207,TABUNGAN,1258701,3.48,2022-10-25,ACTIVE
ACC0002255,CUST002763,DEPOSITO,4705362,2.76,2023-02-07,ACTIVE
ACC0002256,CUST004515,TABUNGAN,13934201,1.92,2024-04-13,ACTIVE
ACC0002257,CUST003686,TABUNGAN,10479403,3.01,2026-01-22,ACTIVE
ACC0002258,CUST004574,TABUNGAN,5626390,3.21,2025-06-21,ACTIVE
ACC0002259,CUST003141,TABUNGAN,7114075,3.22,2024-06-26,ACTIVE
ACC0002260,CUST004738,TABUNGAN,1706557,2.21,2021-12-14,ACTIVE
ACC0002261,CUST003636,TABUNGAN,832531,2.82,2023-08-31,ACTIVE
ACC0002262,CUST003352,TABUNGAN,3380156,2.28,2025-12-28,ACTIVE
ACC0002263,CUST003957,TABUNGAN,1276112,1.4,2021-06-27,ACTIVE
ACC0002264,CUST004642,TABUNGAN,18316622,1.84,2026-03-28,ACTIVE
ACC0002265,CUST004732,TABUNGAN,9055916,2.67,2021-08-09,ACTIVE
ACC0002266,CUST004129,DEPOSITO,5500774,5.07,2021-12-11,ACTIVE
ACC0002267,CUST004473,DEPOSITO,731548,5.28,2022-10-29,CLOSED
ACC0002268,CUST001736,DEPOSITO,5852059,2.56,2025-07-26,ACTIVE
ACC0002269,CUST000987,TABUNGAN,1865403,3.25,2024-02-26,CLOSED
ACC0002270,CUST000535,TABUNGAN,14579977,1.09,2024-08-20,ACTIVE
ACC0002271,CUST002517,DEPOSITO,12074168,2.69,2025-01-25,DORMANT
ACC0002272,CUST004754,TABUNGAN,3924149,3.18,2021-10-14,ACTIVE
ACC0002273,CUST000620,TABUNGAN,13375461,3.22,2024-01-03,ACTIVE
ACC0002274,CUST004019,DEPOSITO,2971104,5.11,2023-11-18,ACTIVE
ACC0002275,CUST001738,DEPOSITO,2578669,5.48,2025-05-22,ACTIVE
ACC0002276,CUST001014,DEPOSITO,2227625,3.93,2024-12-24,DORMANT
ACC0002277,CUST002881,TABUNGAN,5511682,1.48,2025-05-12,ACTIVE
ACC0002278,CUST002811,DEPOSITO,2650518,5.39,2021-07-18,ACTIVE
ACC0002279,CUST003089,DEPOSITO,7817083,5.54,2022-05-27,ACTIVE
ACC0002280,CUST001528,TABUNGAN,2097364,1.58,2024-02-01,ACTIVE
ACC0002281,CUST002234,TABUNGAN,2761353,2.64,2025-05-25,ACTIVE
ACC0002282,CUST000113,TABUNGAN,7208926,1.51,2021-06-29,ACTIVE
ACC0002283,CUST000349,TABUNGAN,3056137,3.18,2023-04-08,ACTIVE
ACC0002284,CUST002878,TABUNGAN,3452832,3.44,2023-08-23,ACTIVE
ACC0002285,CUST004968,TABUNGAN,1885306,0.51,2025-10-24,ACTIVE
ACC0002286,CUST001985,TABUNGAN,14316805,2.65,2024-04-04,ACTIVE
ACC0002287,CUST004102,TABUNGAN,981501,2.53,2022-07-04,ACTIVE
ACC0002288,CUST003887,DEPOSITO,7369666,5.13,2025-06-22,CLOSED
ACC0002289,CUST000411,TABUNGAN,2168561,2.12,2024-08-01,ACTIVE
ACC0002290,CUST001637,TABUNGAN,2561787,1.77,2023-01-14,ACTIVE
ACC0002291,CUST002816,TABUNGAN,31548112,0.72,2022-04-28,ACTIVE
ACC0002292,CUST000133,TABUNGAN,1207168,3.48,2024-06-13,ACTIVE
ACC0002293,CUST000795,TABUNGAN,2029342,0.77,2022-11-26,ACTIVE
ACC0002294,CUST003028,TABUNGAN,1450421,1.83,2024-04-09,ACTIVE
ACC0002295,CUST000690,TABUNGAN,3176338,2.88,2023-10-07,ACTIVE
ACC0002296,CUST000416,TABUNGAN,12526352,2.54,2023-12-28,ACTIVE
ACC0002297,CUST004903,DEPOSITO,16398922,5.51,2022-05-31,ACTIVE
ACC0002298,CUST000045,TABUNGAN,3650615,2.75,2021-10-01,CLOSED
ACC0002299,CUST002640,TABUNGAN,976319,1.64,2025-03-13,ACTIVE
ACC0002300,CUST000942,TABUNGAN,3320568,2.47,2025-06-09,ACTIVE
ACC0002301,CUST001500,TABUNGAN,127612865,3.29,2023-08-23,ACTIVE
ACC0002302,CUST002762,TABUNGAN,5548804,2.96,2025-04-15,ACTIVE
ACC0002303,CUST001655,TABUNGAN,7808350,3.18,2022-05-14,ACTIVE
ACC0002304,CUST001946,DEPOSITO,7848718,2.95,2021-08-01,ACTIVE
ACC0002305,CUST001263,DEPOSITO,1920695,4.09,2022-09-21,DORMANT
ACC0002306,CUST004380,TABUNGAN,2639884,2.5,2023-06-11,ACTIVE
ACC0002307,CUST001214,TABUNGAN,1263290,2.03,2021-07-02,CLOSED
ACC0002308,CUST001186,TABUNGAN,3024630,2.82,2024-02-18,ACTIVE
ACC0002309,CUST000046,DEPOSITO,849858,5.54,2023-10-17,ACTIVE
ACC0002310,CUST002170,TABUNGAN,1475979,3.22,2022-02-04,ACTIVE
ACC0002311,CUST001733,TABUNGAN,5999771,1.32,2024-03-21,ACTIVE
ACC0002312,CUST000566,TABUNGAN,1278566,3.11,2022-12-10,ACTIVE
ACC0002313,CUST002686,TABUNGAN,1000074,3.34,2026-04-30,DORMANT
ACC0002314,CUST003271,DEPOSITO,339460,3.5,2022-08-07,ACTIVE
ACC0002315,CUST002851,TABUNGAN,7671005,3.34,2024-03-01,ACTIVE
ACC0002316,CUST004992,DEPOSITO,33116260,5.58,2021-11-11,ACTIVE
ACC0002317,CUST004010,TABUNGAN,1227632,3.11,2023-02-25,ACTIVE
ACC0002318,CUST000328,TABUNGAN,21497948,1.07,2026-04-22,ACTIVE
ACC0002319,CUST004332,DEPOSITO,7523730,5.14,2022-09-09,ACTIVE
ACC0002320,CUST004058,DEPOSITO,1797847,3.67,2024-05-25,ACTIVE
ACC0002321,CUST003419,TABUNGAN,1715725,3.32,2025-05-02,ACTIVE
ACC0002322,CUST002941,TABUNGAN,3106470,1.81,2025-04-11,ACTIVE
ACC0002323,CUST004999,TABUNGAN,4459641,1.3,2025-05-23,ACTIVE
ACC0002324,CUST003149,TABUNGAN,1292420,3.43,2023-07-02,ACTIVE
ACC0002325,CUST000691,DEPOSITO,16774273,4.95,2023-07-17,ACTIVE
ACC0002326,CUST001169,TABUNGAN,3779793,1.12,2024-06-05,ACTIVE
ACC0002327,CUST003118,TABUNGAN,4467098,1.57,2024-07-24,ACTIVE
ACC0002328,CUST003817,TABUNGAN,1613671,2.3,2023-08-20,ACTIVE
ACC0002329,CUST004406,DEPOSITO,9113542,3.19,2025-04-10,ACTIVE
ACC0002330,CUST001463,TABUNGAN,5834440,1.05,2025-10-07,DORMANT
ACC0002331,CUST004557,TABUNGAN,14973891,1.53,2025-06-05,ACTIVE
ACC0002332,CUST000214,TABUNGAN,10315014,1.04,2023-05-26,ACTIVE
ACC0002333,CUST003457,TABUNGAN,2025547,2.4,2021-07-17,ACTIVE
ACC0002334,CUST000376,TABUNGAN,1717173,2.55,2025-02-21,ACTIVE
ACC0002335,CUST000560,TABUNGAN,13109028,3.19,2025-12-22,ACTIVE
ACC0002336,CUST001292,TABUNGAN,7505880,0.89,2026-02-17,DORMANT
ACC0002337,CUST004844,TABUNGAN,5243530,3.2,2023-05-22,ACTIVE
ACC0002338,CUST002508,DEPOSITO,1159914,3.31,2023-05-31,ACTIVE
ACC0002339,CUST002043,TABUNGAN,5335069,0.75,2024-06-19,CLOSED
ACC0002340,CUST002588,TABUNGAN,1661754,3.09,2022-01-24,ACTIVE
ACC0002341,CUST000853,TABUNGAN,5473585,0.98,2024-01-18,ACTIVE
ACC0002342,CUST001836,TABUNGAN,1966476,2.29,2023-11-07,ACTIVE
ACC0002343,CUST004080,TABUNGAN,1247436,2.47,2022-01-16,ACTIVE
ACC0002344,CUST000300,TABUNGAN,5135593,1.73,2024-03-24,ACTIVE
ACC0002345,CUST002436,TABUNGAN,29316243,0.66,2025-07-20,ACTIVE
ACC0002346,CUST001244,TABUNGAN,1122457,3.48,2023-03-29,ACTIVE
ACC0002347,CUST004340,TABUNGAN,46987225,1.84,2023-12-10,ACTIVE
ACC0002348,CUST004146,TABUNGAN,5278666,2.24,2024-03-19,ACTIVE
ACC0002349,CUST002278,TABUNGAN,5925554,2.43,2025-04-05,ACTIVE
ACC0002350,CUST000663,TABUNGAN,1965929,2.08,2024-11-14,ACTIVE
ACC0002351,CUST003308,TABUNGAN,3387622,2.37,2025-04-27,DORMANT
ACC0002352,CUST004668,TABUNGAN,8293152,1.84,2025-04-12,ACTIVE
ACC0002353,CUST004890,TABUNGAN,558367,1.66,2024-09-15,ACTIVE
ACC0002354,CUST000702,TABUNGAN,12375101,1.86,2022-07-14,ACTIVE
ACC0002355,CUST002782,TABUNGAN,19030251,2.37,2022-04-26,DORMANT
ACC0002356,CUST001197,TABUNGAN,6580724,1.47,2022-07-21,ACTIVE
ACC0002357,CUST000004,TABUNGAN,997680,0.88,2022-05-10,ACTIVE
ACC0002358,CUST004034,TABUNGAN,2417279,0.74,2025-11-26,ACTIVE
ACC0002359,CUST003188,TABUNGAN,1388517,2.54,2026-04-28,ACTIVE
ACC0002360,CUST004481,DEPOSITO,6583928,5.63,2022-05-05,ACTIVE
ACC0002361,CUST002433,TABUNGAN,2656694,2.88,2024-05-22,ACTIVE
ACC0002362,CUST001939,TABUNGAN,3657779,1.36,2023-03-15,ACTIVE
ACC0002363,CUST004931,DEPOSITO,35858116,5.41,2024-12-05,ACTIVE
ACC0002364,CUST000629,TABUNGAN,16570149,0.78,2026-04-24,ACTIVE
ACC0002365,CUST004443,DEPOSITO,5098523,4.74,2024-07-17,CLOSED
ACC0002366,CUST003229,TABUNGAN,3143544,2.71,2024-08-18,ACTIVE
ACC0002367,CUST002543,TABUNGAN,2624768,2.0,2026-02-09,ACTIVE
ACC0002368,CUST003340,TABUNGAN,2232589,2.18,2022-05-24,DORMANT
ACC0002369,CUST002463,TABUNGAN,11234876,2.76,2023-10-28,ACTIVE
ACC0002370,CUST003832,TABUNGAN,10605135,1.44,2025-09-13,ACTIVE
ACC0002371,CUST001048,DEPOSITO,7383699,4.01,2023-05-04,ACTIVE
ACC0002372,CUST001047,TABUNGAN,3451867,1.61,2022-04-28,ACTIVE
ACC0002373,CUST001691,TABUNGAN,15963626,1.61,2024-12-31,ACTIVE
ACC0002374,CUST003476,TABUNGAN,17064102,1.89,2022-07-19,ACTIVE
ACC0002375,CUST004421,TABUNGAN,1172362,3.14,2025-03-21,ACTIVE
ACC0002376,CUST000347,TABUNGAN,20274820,1.1,2024-01-03,ACTIVE
ACC0002377,CUST001946,TABUNGAN,8004398,2.9,2022-01-22,ACTIVE
ACC0002378,CUST004904,TABUNGAN,3120313,2.85,2022-03-15,ACTIVE
ACC0002379,CUST002442,DEPOSITO,7722021,2.69,2023-01-29,ACTIVE
ACC0002380,CUST004283,TABUNGAN,1164999,3.16,2023-03-01,ACTIVE
ACC0002381,CUST004988,TABUNGAN,4600478,2.11,2021-07-31,ACTIVE
ACC0002382,CUST003975,DEPOSITO,21589157,4.09,2025-09-08,ACTIVE
ACC0002383,CUST000388,DEPOSITO,490762,4.58,2023-09-08,ACTIVE
ACC0002384,CUST004708,TABUNGAN,3399055,0.89,2025-05-02,ACTIVE
ACC0002385,CUST004621,TABUNGAN,1643984,3.37,2024-10-31,ACTIVE
ACC0002386,CUST003956,TABUNGAN,7034001,1.68,2023-01-21,ACTIVE
ACC0002387,CUST003138,TABUNGAN,1845842,3.35,2022-05-03,ACTIVE
ACC0002388,CUST002986,TABUNGAN,60442953,2.75,2021-11-24,ACTIVE
ACC0002389,CUST003096,TABUNGAN,5393967,3.03,2024-04-12,ACTIVE
ACC0002390,CUST001828,TABUNGAN,3056268,0.9,2021-11-19,ACTIVE
ACC0002391,CUST001253,TABUNGAN,6620201,1.78,2021-11-30,ACTIVE
ACC0002392,CUST000040,TABUNGAN,45530096,2.34,2023-12-06,ACTIVE
ACC0002393,CUST002370,TABUNGAN,981832,1.5,2023-03-02,ACTIVE
ACC0002394,CUST000895,TABUNGAN,17959961,1.21,2022-08-03,ACTIVE
ACC0002395,CUST000742,TABUNGAN,10896380,3.02,2023-01-04,ACTIVE
ACC0002396,CUST000378,TABUNGAN,24686220,1.63,2025-04-05,ACTIVE
